origin_airport_code,dest_airport_code,airport_name,latitude,longitude
KMOQ,KMOQ,Morondava Airport,-20.28472222,44.3175
KMOR,KMOR,Moore-Murrell,36.17944444,-83.37583333
KMOR,KMOR,Moore-Murrell,36.17944444,-83.37555556
KMOS,KMOS,Moses Point Airport,64.69555556,-162.0433333
KMOS,KMOS,Moses Point Airport,64.69805556,-162.0572222
KMOT,KMOT,Minot International,48.25944444,-101.2808333
KMOT,KMOT,Minot International,48.25777778,-101.2780556
KMOU,KMOU,Mountain Village Airport,62.08944444,-163.7166667
KMOU,KMOU,Mountain Village Airport,62.09527778,-163.6819444
KMOU,KMOU,Mountain Village Airport,62.09472222,-163.6827778
KMOU,KMOU,Mountain Village Airport,62.09527778,-163.6819444
KMOU,KMOU,Mountain Village Airport,62.09472222,-163.6827778
KMOW,KMOW,Moscow Metropolitan Area,55.65555556,37.52222222
KMOW,KMOW,Moscow Metropolitan Area,55.65555556,37.52222222
KMOY,KMOY,Monterrey Airport,4.88416667,-72.89527778
KMOY,KMOY,Monterrey Airport,4.87638889,-72.89972222
KMOZ,KMOZ,Temae,-17.48333333,-149.7666667
KMPB,KMPB,Watson Island International,25.77833333,-80.17027778
KID2,KID2,Montpelier Airport,42.33611111,-111.2888889
KMPJ,KMPJ,Petit Jean Park,35.1375,-92.91166667
KMPJ,KMPJ,Petit Jean Park,35.13888889,-92.90916667
KMPK,KMPK,Mokpo Airport,34.76,126.3802778
KMPK,KMPK,Mokpo Airport,34.75888889,126.38
KMPL,KMPL,Mediterranee,43.58055556,3.97027778
KMPL,KMPL,Mediterranee,43.58333333,3.96138889
KMPL,KMPL,Montpellier Mediterranee,43.58333333,3.96138889
KMPL,KMPL,Mediterranee,43.58333333,3.96138889
KMPL,KMPL,Montpellier Mediterranee,43.58333333,3.96138889
KMPL,KMPL,Montpellier Mediterranee,43.57611111,3.96333333
KLUM,KLUM,Lourenco Marques,-25.92027778,32.57305556
KMPM,KMPM,Maputo International,-25.92027778,32.57305556
KMPM,KMPM,Maputo Airport,-25.92083333,32.5725
KMPN,KMPN,Mount Pleasant Airport,-51.82222222,-58.44166667
KMPN,KMPN,Mount Pleasant Airport,-51.82277778,-58.44583333
KMPN,KMPN,Mount Pleasant Airport,-51.82166667,-58.45611111
KMPN,KMPN,Mount Pleasant Airport,-51.82277778,-58.44583333
KMPN,KMPN,Mount Pleasant Airport,-51.82166667,-58.45611111
KMPO,KMPO,Pocono Mountains Municipal,41.1375,-75.375
KMPO,KMPO,Pocono Mountains Municipal,41.13777778,-75.38
KMPR,KMPR,McPherson Airport,38.35527778,-97.69138889
KMPR,KMPR,McPherson Airport,38.3525,-97.69138889
KMPS,KMPS,Mount Pleasant Municipal,33.12861111,-94.97583333
KMPT,KMPT,Maliana Airport,-8.97944444,125.2163889
KMPT,KMPT,Maliana Airport,-8.97944444,125.2163889
KMPT,KMPT,Maliana Airport,-8.97222222,125.2147222
KMPV,KMPV,Edward F Knapp State,44.20333333,-72.56666667
KMPV,KMPV,Edward F Knapp State,44.20361111,-72.56222222
KMPX,KMPX,Miyanmin Airport,-4.9,141.6166667
KMPX,KMPX,Miyanmin Airport,-4.90111111,141.6244444
KMPX,KMPX,Miyanmin Airport,-4.90277778,141.6205556
KMQB,KMQB,Macomb Municipal,40.52,-90.6525
KMQJ,KMQJ,Mount Comfort,39.84361111,-85.89694444
KMQJ,KMQJ,Indianapolis Regional,39.84361111,-85.89694444
KMQJ,KMQJ,Indianapolis Regional,39.84305556,-85.89777778
KMQJ,KMQJ,Indianapolis Regional,39.84361111,-85.89694444
KMQJ,KMQJ,Indianapolis Regional,39.84305556,-85.89777778
KMQL,KMQL,Mildura Airport,-34.2275,142.085
KMQL,KMQL,Mildura Airport,-34.22916667,142.0855556
KMQN,KMQN,Rossvoll,66.36333333,14.3
KMQN,KMQN,Rossvoll,66.36388889,14.30166667
KMQN,KMQN,Rossvoll,66.36361111,14.30194444
KMQP,KMQP,Kruger Mpumalanga International,-25.38305556,31.10555556
KMQQ,KMQQ,Moundou Airport,8.625,16.07333333
KMQQ,KMQQ,Moundou Airport,8.62444444,16.07138889
KMQQ,KMQQ,Moundou Airport,8.62888889,16.07444444
KMQQ,KMQQ,Moundou Airport,8.62444444,16.07138889
KMQQ,KMQQ,Moundou Airport,8.62888889,16.07444444
KMQS,KMQS,Mustique Airport,12.88833333,-61.18194444
KMQS,KMQS,Mustique Airport,12.88833333,-61.18194444
KMQS,KMQS,Mustique Airport,12.88805556,-61.18027778
KMQS,KMQS,Mustique Airport,12.88777778,-61.18027778
KMQS,KMQS,Mustique Airport,12.88805556,-61.18027778
KMQS,KMQS,Mustique Airport,12.88777778,-61.18027778
KMQT,KMQT,Marquette County,46.35361111,-87.39527778
KMQT,KMQT,Sawyer International,46.35361111,-87.39527778
KMQT,KMQT,Sawyer International,46.34916667,-87.39638889
KMQX,KMQX,Alula Aba Nega,13.46833333,39.52638889
KMQX,KMQX,Mek'ele Airport,13.46722222,39.53361111
KMQY,KMQY,Smyrna Airport,36.00888889,-86.52
KMRA,KMRA,Misurata Airport,32.32583333,15.06055556
KMRA,KMRA,Misurata Airport,32.32527778,15.06083333
KMRA,KMRA,Misurata Airport,32.32527778,15.06083333
KMRA,KMRA,Misurata International,32.32527778,15.06083333
KMRA,KMRA,Misrata International,32.32527778,15.06083333
KMRA,KMRA,Misurata Airport,32.32527778,15.06083333
KMRA,KMRA,Misrata International,32.32527778,15.06083333
KMRB,KMRB,Martinsburg Municipal,39.40166667,-77.985
KMRB,KMRB,Eastern WV Regional/Shepherd Field,39.40194444,-77.98472222
KMRB,KMRB,Eastern WV Regional/Shepherd Field,39.40222222,-77.98305556
KMRB,KMRB,Eastern WV Regional/Shepherd Field,39.40194444,-77.98472222
KMRB,KMRB,Eastern WV Regional/Shepherd Field,39.40222222,-77.98305556
KMRC,KMRC,Maury County,35.55444444,-87.18027778
KMRC,KMRC,Maury County,35.55444444,-87.17916667
KMRD,KMRD,Alberto Carnevalli,8.58333333,-71.15777778
KMRD,KMRD,Alberto Carnevalli,8.58222222,-71.16111111
KMRH,KMRH,Beaufort/Morehead,34.73416667,-76.66027778
KMRH,KMRH,Beaufort Morehead City,34.73416667,-76.66027778
KMRI,KMRI,Merrill Field,61.21611111,-149.85
KMRI,KMRI,Merrill Field,61.21444444,-149.8461111
KMRI,KMRI,Merrill Field,61.21361111,-149.8444444
KMRI,KMRI,Merrill Field,61.21361111,-149.8447222
KMRI,KMRI,Merrill Field,61.21361111,-149.8444444
KMRI,KMRI,Merrill Field,61.21361111,-149.8447222
KMRK,KMRK,Marco Island Airport,25.99472222,-81.67277778
KMRK,KMRK,Marco Island Airport,25.995,-81.6725
KMRK,KMRK,Marco Island Executive,25.995,-81.6725
KMRN,KMRN,Morganton Lenoir,35.83333333,-81.61666667
KMRQ,KMRQ,Grand Case A/D,18.1,-63.05
KCCE,KCCE,Grand Case Airport,18.10055556,-63.04888889
KCCE,KCCE,Grand Case Airport,18.10055556,-63.04888889
KCCE,KCCE,Grand Case Airport,18.1,-63.04722222
KMRS,KMRS,Provence,43.43555556,5.21638889
KMRS,KMRS,Provence,43.43666667,5.215
KMRS,KMRS,Marseille Provence,43.43666667,5.215
KMRS,KMRS,Provence,43.43666667,5.215
KMRS,KMRS,Marseille Provence,43.43666667,5.215
KMRS,KMRS,Marseille Provence,43.43583333,5.21361111
KMRU,KMRU,Plaisance,-20.4275,57.67638889
KMRU,KMRU,Sir Seewoosagur Ramgoolam International,-20.43027778,57.68361111
KMRV,KMRV,Mineralnyye Vody Airport,44.21666667,43.08333333
KMRV,KMRV,Mineralnyye Vody Airport,44.21666667,43.08333333
KMRV,KMRV,Mineralnyye Vody Airport,44.22527778,43.08166667
KMRV,KMRV,Mineralnyye Vody Airport,44.22666667,43.08305556
KMRV,KMRV,Mineralnyye Vody Airport,44.22694444,43.08305556
KMRV,KMRV,Mineralnyye Vody Airport,44.22527778,43.08166667
KMRV,KMRV,Mineralnyye Vody Airport,44.22694444,43.08305556
KMRX,KMRX,Del Caribe International,10.91666667,-63.98
KMRY,KMRY,Monterey Peninsula,36.58805556,-121.8480556
KMRY,KMRY,Monterey Peninsula,36.58694444,-121.8430556
KMRY,KMRY,Monterey Regional,36.58694444,-121.8430556
KMRY,KMRY,Monterey Peninsula,36.58694444,-121.8430556
KMRY,KMRY,Monterey Regional,36.58694444,-121.8430556
KMRZ,KMRZ,Moree Airport,-29.49833333,149.8455556
KMRZ,KMRZ,Moree Airport,-29.49888889,149.8447222
KMS1,KMS1,Grenada Municipal,33.8325,-89.79833333
KMS1,KMS1,Grenada Municipal,33.8325,-89.79805556
KMSA,KMSA,Muskrat Dam Airport,53.43888889,-91.76388889
KMSA,KMSA,Muskrat Dam Airport,53.44138889,-91.76277778
KMSC,KMSC,Falcon Field,33.46083333,-111.7283333
KMSE,KMSE,Manston Airport,51.34166667,1.34722222
KMSE,KMSE,Manston Airport,51.34222222,1.34611111
KMSH,KMSH,Masirah Airport,20.675,58.89166667
KMSH,KMSH,Masirah Airport,20.67333333,58.89194444
KMSH,KMSH,Masirah Airport,20.67527778,58.89055556
KMSH,KMSH,Masirah Airport,20.67333333,58.89194444
KMSH,KMSH,Masirah Airport,20.67527778,58.89055556
KMSJ,KMSJ,Misawa AB,40.70027778,141.3719444
KMSJ,KMSJ,Misawa AB,40.70333333,141.3683333
KMSL,KMSL,Northwest Alabama Regional,34.74527778,-87.61027778
KMSN,KMSN,Truax Field,43.14194444,-89.33694444
KMSN,KMSN,Dane County Regional-Truax Field,43.14,-89.3375
KMSO,KMSO,Missoula International,46.91555556,-114.0875
KMSO,KMSO,Missoula International,46.91638889,-114.0905556
KMSP,KMSP,Minneapolis-St Paul International,44.88611111,-93.21777778
KMSP,KMSP,Minneapolis-St Paul International,44.88194444,-93.22166667
KMSQ,KMSQ,Minsk 2,53.8825,28.03083333
KMSQ,KMSQ,Minsk 2,53.8825,28.03083333
KMSQ,KMSQ,Minsk 2,53.8875,28.04138889
KMSS,KMSS,Richards Field,44.93777778,-74.84666667
KMSS,KMSS,Massena International-Richards Field,44.93583333,-74.84555556
KMSS,KMSS,Massena International-Richards Field,44.93611111,-74.845
KMSS,KMSS,Massena International-Richards Field,44.93638889,-74.845
KMSS,KMSS,Massena International-Richards Field,44.93583333,-74.84555556
KMSS,KMSS,Massena International-Richards Field,44.93638889,-74.845
KMSS,KMSS,Massena International-Richards Field,44.93611111,-74.845
KMST,KMST,Maastricht Aachen,50.91111111,5.77361111
KMST,KMST,Maastricht Airport,50.91027778,5.76861111
KMST,KMST,Maastricht Aachen,50.91027778,5.76861111
KMST,KMST,Maastricht Airport,50.91027778,5.76861111
KMST,KMST,Maastricht Aachen,50.91027778,5.76861111
KMSU,KMSU,Moshoeshoe I International,-29.46222222,27.5525
KMSV,KMSV,Sullivan County International,41.70166667,-74.795
KMSW,KMSW,Massawa Airport,15.61166667,39.44027778
KMSW,KMSW,Massawa International,15.67,39.37
KMSY,KMSY,Louis Armstrong New Orleans International,29.99111111,-90.25138889
KMSY,KMSY,Louis Armstrong New Orleans International,29.99333333,-90.25805556
KMSY,KMSY,Louis Armstrong New Orleans International,29.99333333,-90.25916667
KMSY,KMSY,Louis Armstrong New Orleans International,29.99333333,-90.25805556
KMSY,KMSY,Louis Armstrong New Orleans International,29.99333333,-90.25916667
KMSZ,KMSZ,Yuri Gagarin,-15.20861111,12.16083333
KMSZ,KMSZ,Yuri Gagarin,-15.20861111,12.16083333
KMT1,KMT1,Colstrip Airport,45.85277778,-106.7091667
KMTC,KMTC,Selfridge Angb,42.60083333,-82.83722222
KMTC,KMTC,Selfridge Angb,42.60833333,-82.83555556
KMTC,KMTC,Selfridge Angb,42.61388889,-82.83694444
KMTC,KMTC,Selfridge Angb,42.60833333,-82.83555556
KMTC,KMTC,Selfridge Angb,42.61388889,-82.83694444
KMTD,KMTD,Mount Sanford Station,-16.97833333,130.5547222
KMTD,KMTD,Mount Sanford Station,-16.97833333,130.555
KMTE,KMTE,Monte Alegre Airport,-1.98333333,-54.06666667
KMTE,KMTE,Monte Alegre Airport,-1.99583333,-54.07416667
KMTH,KMTH,The Florida Keys Marathon,24.72611111,-81.05138889
KMTH,KMTH,The Florida Keys Marathon International,24.72611111,-81.05138889
KMTH,KMTH,The Florida Keys Marathon,24.72611111,-81.05138889
KMTH,KMTH,The Florida Keys Marathon International,24.72611111,-81.05138889
KMTJ,KMTJ,Montrose Regional,38.50055556,-107.8947222
KMTJ,KMTJ,Montrose Regional,38.50972222,-107.8941667
KMTL,KMTL,Maitland Airport,-32.70277778,151.4916667
KMTL,KMTL,Maitland Airport,-32.70333333,151.4883333
KMTL,KMTL,Maitland Airport,-32.69722222,151.4927778
KMTL,KMTL,Maitland Airport,-32.70333333,151.4883333
KMTL,KMTL,Maitland Airport,-32.69722222,151.4927778
KMTM,KMTM,Metlakatala,55.13333333,-131.5833333
KMTN,KMTN,Martin State,39.32555556,-76.41388889
KMTO,KMTO,Coles County Memorial,39.47861111,-88.27833333
KMTO,KMTO,Coles County Memorial,39.47805556,-88.27916667
KMTO,KMTO,Coles County Memorial,39.47777778,-88.28
KMTO,KMTO,Coles County Memorial,39.47805556,-88.27916667
KMTO,KMTO,Coles County Memorial,39.47777778,-88.28
KMTP,KMTP,Sky Portal,41.07666667,-71.92055556
KMTR,KMTR,Los Garzones,8.74583333,-75.88138889
KMTR,KMTR,Los Garzones,8.82388889,-75.82611111
KMTR,KMTR,Los Garzones,8.82361111,-75.82583333
KMTR,KMTR,Los Garzones,8.82333333,-75.82555556
KMTR,KMTR,Los Garzones,8.82388889,-75.82611111
KMTR,KMTR,Los Garzones,8.82333333,-75.82555556
KMTS,KMTS,Matsapha,-26.52416667,31.31138889
KMTS,KMTS,Matsapha,-26.52888889,31.3075
KMTS,KMTS,Matsapha,-26.52916667,31.3075
KMTT,KMTT,Minatitlan Airport,18.10333333,-94.58055556
KMTV,KMTV,Mota Lava Airport,-13.81666667,167.7
KMTW,KMTW,Manitowoc County,44.12972222,-87.68222222
KMTW,KMTW,Manitowoc County,44.12888889,-87.68055556
KMTX,KMTX,Metro Field,64.80833333,-147.76
KMTX,KMTX,Metro Field,64.80666667,-147.7625
KMTY,KMTY,General Mariano Escobedo,25.77944444,-100.1052778
KMTY,KMTY,General Mariano Escobedo International,25.7775,-100.1069444
KMTY,KMTY,General Mariano Escobedo International,25.77861111,-100.1069444
KMTZ,KMTZ,Israel Bar Yehuda,31.32777778,35.38888889
KMTZ,KMTZ,Israel Bar Yehuda,31.32833333,35.38861111
KMUA,KMUA,Munda Airport,-8.33333333,157.25
KMUA,KMUA,Munda Airport,-8.32722222,157.2625
KMUA,KMUA,Munda Airport,-8.32722222,157.2616667
KMUA,KMUA,Munda Airport,-8.32722222,157.2625
KMUA,KMUA,Munda Airport,-8.32722222,157.2616667
KMUB,KMUB,Maun Airport,-19.97083333,23.43055556
KMUB,KMUB,Maun Airport,-19.97472222,23.42861111
KMUB,KMUB,Maun Airport,-19.97055556,23.43111111
KMUB,KMUB,Maun Airport,-19.97472222,23.42861111
KMUB,KMUB,Maun Airport,-19.97055556,23.43111111
KMUC,KMUC,Munich-Riem,48.1325,11.69916667
KMUC,KMUC,Munich-Riem,48.1325,11.69916667
KMUC,KMUC,Munich Airport,48.35388889,11.78611111
KMUC,KMUC,Muenchen,48.35388889,11.78611111
KMUC,KMUC,Munchen,48.35388889,11.78611111
KMUC,KMUC,Muenchen,48.35388889,11.78611111
KMUE,KMUE,Waimea-Kohala,20.00138889,-155.6680556
KMUG,KMUG,Mulege Airport,26.91666667,-111.9833333
KMUG,KMUG,Mulege Airport,26.90666667,-111.9680556
KMUG,KMUG,Mulege Airport,26.90555556,-111.9705556
KMUG,KMUG,Mulege Airport,26.90666667,-111.9680556
KMUG,KMUG,Mulege Airport,26.90555556,-111.9705556
KMUH,KMUH,Mersa Matruh Airport,31.32444444,27.22222222
KMUH,KMUH,Mersa Matruh Airport,31.32527778,27.22166667
KMUH,KMUH,Mersa Matruh Airport,31.32555556,27.22166667
KMUH,KMUH,Mersa Matruh Airport,31.32527778,27.22166667
KMUH,KMUH,Mersa Matruh Airport,31.32555556,27.22166667
KMUL,KMUL,Spence,31.1375,-83.70416667
KMUL,KMUL,Spence,31.13777778,-83.70416667
KMUN,KMUN,Maturin Airport,9.74583333,-63.15416667
KMUN,KMUN,Maturin Airport,9.74916667,-63.15333333
KMUN,KMUN,Jose Tadeo Monagas International,9.74916667,-63.15333333
KMUN,KMUN,Maturin Airport,9.74916667,-63.15333333
KMUN,KMUN,Jose Tadeo Monagas International,9.74916667,-63.15333333
KMUO,KMUO,Mountain Home AFB,43.04361111,-115.8716667
KMUO,KMUO,Mountain Home AFB,43.04361111,-115.8725
KMUR,KMUR,Marudi Airport,4.17944444,114.3261111
KMUR,KMUR,Marudi Airport,4.17861111,114.3311111
KMUR,KMUR,Marudi Airport,4.17861111,114.3302778
KMUT,KMUT,Muscatine Municipal,41.36666667,-91.145
KMUT,KMUT,Muscatine Municipal,41.36777778,-91.14833333
KMUX,KMUX,Multan International,30.20277778,71.41805556
KMUX,KMUX,Multan International,30.20527778,71.41916667
KMUX,KMUX,Multan International,30.20333333,71.41916667
KMUX,KMUX,Multan International,30.20527778,71.41916667
KMUZ,KMUZ,Musoma Airport,-1.49722222,33.8
KMUZ,KMUZ,Musoma Airport,-1.5025,33.80222222
KMUZ,KMUZ,Musoma Airport,-1.5025,33.80194444
KMUZ,KMUZ,Musoma Airport,-1.5025,33.80222222
KMUZ,KMUZ,Musoma Airport,-1.5025,33.80194444
KMVB,KMVB,Mvengue Airport,-1.65694444,13.43972222
KMVB,KMVB,Mvengue Airport,-1.65611111,13.43805556
KMVD,KMVD,Carrasco International,-34.84,-56.03027778
KMVD,KMVD,Carrasco International,-34.83833333,-56.03083333
KMVF,KMVF,Dixsept Rosado,-5.21666667,-37.23333333
KMVJ,KMVJ,Marlboro,18.02166667,-77.49527778
KMVL,KMVL,Morrisville Stowe State,44.53583333,-72.61444444
KMVL,KMVL,Morrisville Stowe State,44.53472222,-72.61388889
KMVL,KMVL,Morrisville Stowe State,44.53444444,-72.61388889
KMVL,KMVL,Morrisville Stowe State,44.53472222,-72.61388889
KMVL,KMVL,Morrisville Stowe State,44.53444444,-72.61388889
KMVM,KMVM,Kayenta Airport,36.70972222,-110.2369444
KMVM,KMVM,Kayenta Airport,36.71638889,-110.2283333
KMVN,KMVN,Mount Vernon Airport,38.32305556,-88.85861111
KMVN,KMVN,Mount Vernon Airport,38.32333333,-88.85861111
KMVR,KMVR,Maroua Ville,10.45222222,14.25638889
KMVR,KMVR,Salak,10.45138889,14.25722222
KMVW,KMVW,Skagit Regional (Bayview),48.47027778,-122.4105556
KMVW,KMVW,Skagit Regional,48.47083333,-122.4208333
KMVW,KMVW,Skagit Regional,48.47055556,-122.4216667
KMVW,KMVW,Skagit Regional,48.47083333,-122.4208333
KMVW,KMVW,Skagit Regional,48.47055556,-122.4216667
KMVY,KMVY,Martha's Vineyard Airport,41.39277778,-70.61666667
KMVY,KMVY,Martha's Vineyard Airport,41.39333333,-70.61388889
KMWA,KMWA,Williamson County Regional,37.75194444,-89.01638889
KMWA,KMWA,Williamson County Regional,37.755,-89.01111111
KMWA,KMWA,Veterans Airport of Southern Illinois,37.755,-89.01111111
KMWA,KMWA,Williamson County Regional,37.755,-89.01111111
KMWA,KMWA,Veterans Airport of Southern Illinois,37.755,-89.01111111
KMWC,KMWC,Lawrence J Timmerman,43.10944444,-88.03416667
KMWC,KMWC,Lawrence J Timmerman,43.11027778,-88.03444444
KMWD,KMWD,Mianwali Airport,32.5625,71.57277778
KMWD,KMWD,Mianwali Airport,32.56305556,71.57055556
KMWD,KMWD,Mianwali Airport,32.56305556,71.57027778
KMWH,KMWH,Grant County International,47.205,-119.3155556
KMWH,KMWH,Grant County International,47.20777778,-119.3202778
KMWH,KMWH,Grant County International,47.20861111,-119.3191667
KMWH,KMWH,Grant County International,47.21055556,-119.3211111
KMWL,KMWL,Mineral Wells Airport,32.78222222,-98.06111111
KMWL,KMWL,Mineral Wells Airport,32.78166667,-98.06027778
KMWL,KMWL,Mineral Wells Regional,32.78166667,-98.06027778
KMWL,KMWL,Mineral Wells Regional,32.78166667,-98.06027778
KMWM,KMWM,Windom Municipal,43.9125,-95.10833333
KMWM,KMWM,Windom Municipal,43.91333333,-95.10944444
KMWO,KMWO,Hook Field Municipal,39.53166667,-84.39666667
KMWO,KMWO,Middletown Regional/Hook Field,39.53194444,-84.39638889
KMWO,KMWO,Middletown Regional/Hook Field,39.53166667,-84.39638889
KMWQ,KMWQ,Magway,20.16861111,94.93694444
KMWQ,KMWQ,Magway,20.15361111,94.96861111
KMWZ,KMWZ,Mwanza Airport,-2.44472222,32.92805556
KMWZ,KMWZ,Mwanza Airport,-2.44444444,32.93277778
KMXB,KMXB,Andi Jemma,-2.53333333,120.3333333
KMXB,KMXB,Andi Jemma,-2.5575,120.3241667
KMXB,KMXB,Andi Jemma,-2.55805556,120.3244444
KMXB,KMXB,Andi Jemma,-2.5575,120.3241667
KMXB,KMXB,Andi Jemma,-2.55805556,120.3244444
KMXC,KMXC,Monticello Airport,37.93722222,-109.3463889
KMXE,KMXE,Laurinburg-Maxton,34.79166667,-79.36611111
KMXE,KMXE,Laurinburg-Maxton,34.79194444,-79.36583333
KMXE,KMXE,Laurinburg-Maxton,34.79222222,-79.36583333
KMXE,KMXE,Laurinburg-Maxton,34.79194444,-79.36583333
KMXE,KMXE,Laurinburg-Maxton,34.79222222,-79.36583333
KMXF,KMXF,Maxwell AFB,32.37916667,-86.3625
KMXF,KMXF,Maxwell AFB,32.38305556,-86.36583333
KMXG,KMXG,Marlboro Airport,42.34305556,-71.50944444
KMXG,KMXG,Marlboro Airport,42.34305556,-71.50888889
KMXH,KMXH,Moro Airport,-6.35,143.25
KMXH,KMXH,Moro Airport,-6.36333333,143.2380556
KMXH,KMXH,Moro Airport,-6.36305556,143.2380556
KMXJ,KMXJ,Minna Airport,9.65222222,6.46222222
KMXL,KMXL,General Rodolfo Sanchez Taboada International,32.63055556,-115.2416667
KMXL,KMXL,General Rodolfo Sanchez Taboada International,32.63055556,-115.2408333
KMXL,KMXL,General Rodolfo Sanchez Taboada International,32.63055556,-115.2416667
KMXL,KMXL,General Rodolfo Sanchez Taboada International,32.63055556,-115.2408333
KMXL,KMXL,General Rodolfo Sanchez Taboada International,32.63055556,-115.2416667
KMXP,KMXP,Malpensa,45.63277778,8.73222222
KMXP,KMXP,Malpensa,45.63166667,8.72777778
KMXP,KMXP,Malpensa,45.63055556,8.72805556
KMXS,KMXS,Maota Airport,-13.7425,-172.2577778
KMXT,KMXT,Maintirano Airport,-18.04777778,44.03277778
KMXT,KMXT,Maintirano Airport,-18.04777778,44.03277778
KMXT,KMXT,Maintirano Airport,-18.05055556,44.03222222
KMXX,KMXX,Mora Airport,61,14.55
KMXX,KMXX,Mora Airport,60.95777778,14.51138889
KMXY,KMXY,McCarthy Airport,61.43916667,-142.9238889
KMXY,KMXY,McCarthy Airport,61.43694444,-142.9036111
KMXY,KMXY,McCarthy Airport,61.43777778,-142.9025
KMXY,KMXY,McCarthy Airport,61.43694444,-142.9036111
KMXY,KMXY,McCarthy Airport,61.43777778,-142.9025
KMYA,KMYA,Moruya Airport,-35.90166667,150.1466667
KMYA,KMYA,Moruya Airport,-35.89777778,150.1444444
KMYB,KMYB,Mayumba Airport,-3.45833333,10.67666667
KMYC,KMYC,Maracay Airport,10.25,-67.6
KMYD,KMYD,Malindi Airport,-3.22611111,40.10055556
KMYD,KMYD,Malindi Airport,-3.22944444,40.10166667
KMYE,KMYE,Miyake Jima Airport,34.06944444,139.5625
KMYE,KMYE,Miyake Jima Airport,34.07222222,139.56
KMYE,KMYE,Miyake Jima Airport,34.07222222,139.5597222
KMYE,KMYE,Miyake Jima Airport,34.07222222,139.56
KMYE,KMYE,Miyake Jima Airport,34.07222222,139.5597222
KMYF,KMYF,Montgomery Field,32.81583333,-117.1394444
KMYF,KMYF,Montgomery Gibbs Executive,32.81583333,-117.1394444
KMYF,KMYF,Montgomery Field,32.81583333,-117.1394444
KMYF,KMYF,Montgomery Gibbs Executive,32.81583333,-117.1394444
KMYG,KMYG,Mayaguana Aux Af,22.37666667,-73.01833333
KMYG,KMYG,Mayaguana Airport,22.37666667,-73.01833333
KMYG,KMYG,Mayaguana Airport,22.37944444,-73.01361111
KMYG,KMYG,Mayaguana Airport,22.37944444,-73.01333333
KMYG,KMYG,Mayaguana Airport,22.37944444,-73.01361111
KMYH,KMYH,Cliff Dwellers Lodge,36.73388889,-111.7533333
KMYH,KMYH,Cliff Dwellers Lodge,36.73444444,-111.7527778
KMYH,KMYH,Cliff Dwellers,36.73444444,-111.7527778
KMYH,KMYH,Cliff Dwellers Lodge,36.73444444,-111.7527778
KMYH,KMYH,Cliff Dwellers,36.73444444,-111.7527778
KMYJ,KMYJ,Matsuyama Airport,33.82222222,132.7041667
KMYJ,KMYJ,Matsuyama Airport,33.82722222,132.6997222
KMYK,KMYK,May Creek Airport,61.33666667,-142.6847222
KMYK,KMYK,May Creek Airport,61.33555556,-142.6866667
KMYK,KMYK,May Creek Airport,61.33611111,-142.6858333
KMYK,KMYK,May Creek Airport,61.33555556,-142.6866667
KMYK,KMYK,May Creek Airport,61.33611111,-142.6858333
KMYL,KMYL,McCall Municipal,44.88888889,-116.1016667
KMYL,KMYL,McCall Municipal,44.88861111,-116.1016667
KMYP,KMYP,Mary Airport,37.61944444,61.89666667
KMYP,KMYP,Mary Airport,37.61944444,61.89666667
KMYP,KMYP,Mary Airport,37.6225,61.89666667
KMYR,KMYR,Myrtle Beach International,33.67916667,-78.92972222
KMYR,KMYR,Myrtle Beach International,33.67972222,-78.92833333
KMYT,KMYT,Myitkyina West,25.35416667,97.29888889
KMYT,KMYT,Myitkyina Airport,25.38444444,97.35527778
KMYT,KMYT,Myitkyina Airport,25.38277778,97.35277778
KMYT,KMYT,Myitkyina Airport,25.38388889,97.35361111
KMYT,KMYT,Myitkyina Airport,25.38277778,97.35277778
KMYT,KMYT,Myitkyina Airport,25.38388889,97.35361111
KMYU,KMYU,Mekoryuk Airport,60.37277778,-166.2680556
KMYU,KMYU,Mekoryuk Airport,60.37138889,-166.2705556
KMYU,KMYU,Mekoryuk Airport,60.3725,-166.2702778
KMYU,KMYU,Mekoryuk Airport,60.37138889,-166.2705556
KMYU,KMYU,Mekoryuk Airport,60.3725,-166.2702778
KMYV,KMYV,Yuba County,39.09805556,-121.5697222
KMYV,KMYV,Yuba County,39.09777778,-121.5697222
KMYW,KMYW,Mtwara Airport,-10.33888889,40.19361111
KMYW,KMYW,Mtwara Airport,-10.33916667,40.18166667
KMYY,KMYY,Lutong,4.45472222,114.0036111
KMYY,KMYY,Miri Airport,4.32194444,113.9869444
KMYY,KMYY,Miri Airport,4.3225,113.9872222
KMZB,KMZB,Mocimboa Da Praia Airport,-11.35611111,40.35416667
KMZB,KMZB,Mocimboa Da Praia Airport,-11.36166667,40.355
KMZG,KMZG,Ma Kung AB,23.56916667,119.6186111
KMZI,KMZI,Mopti Airport,14.50833333,-4.085
KMZI,KMZI,Ambodedjo,14.51277778,-4.07944444
KMZJ,KMZJ,Pinal Airpark,32.50861111,-111.3294444
KMZJ,KMZJ,Pinal Airpark,32.50972222,-111.3252778
KMZK,KMZK,Marakei Airport,1.98333333,173.6666667
KMZL,KMZL,La Nubia,5.02972222,-75.46666667
KMZL,KMZL,La Nubia,5.03,-75.46527778
KMZL,KMZL,La Nubia,5.02972222,-75.46666667
KMZL,KMZL,La Nubia,5.03,-75.46527778
KMZM,KMZM,Metz-Nancy Metz-Frescaty,49.0725,6.13444444
