YEAR,MONTH,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,EMPFULL,EMPPART,EMPTOTAL,EMPFTE
2019,5,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,1,78,1,79,79
2019,5,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,1,309,63,372,341
2019,5,19917,5X,United Parcel Service,5X,United Parcel Service,3,3,5956,127,6083,6020
2019,5,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,3,3,3095,7,3102,3099
2019,5,19874,8C,Air Transport International,8C,Air Transport International,2,2,662,0,662,662
2019,5,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,2,2,4483,112,4595,4539
2019,5,20190,9S,Southern Air Inc.,9S,Southern Air Inc.,2,2,352,0,352,352
2019,5,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3,95595,12178,107773,101684
2019,5,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,2,2,441,2,443,442
2019,5,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,1,4,52,0,52,52
2019,5,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,3,3,15799,1886,17685,16742
2019,5,20409,B6,JetBlue Airways,B6,JetBlue Airways,3,3,16498,5148,21646,19072
2019,5,21167,CP,Compass Airlines,CP,Compass Airlines,2,2,1661,0,1661,1661
2019,5,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3,79502,10929,90431,84967
2019,5,20366,EV,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,2,2,2662,7,2669,2666
2019,5,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,3,3,4581,48,4629,4605
2019,5,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,3,3,178809,63828,242637,210723
2019,5,20368,G4,Allegiant Air,G4,Allegiant Air,3,3,3676,448,4124,3900
2019,5,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2,2,1257,0,1257,1257
2019,5,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,1,1,108,0,108,108
2019,5,20402,GL,Miami Air International,GL,Miami Air International,2,2,338,10,348,343
2019,5,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,3,3,5843,1469,7312,6578
2019,5,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2,2,1945,13,1958,1952
2019,5,21629,KD,Western Global,KD,Western Global,2,2,439,1,440,440
2019,5,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,2,2,377,66,443,410
2019,5,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,1,1,150,0,150,150
2019,5,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,1,1,200,1,201,201
2019,5,20151,M6,Amerijet International,M6,Amerijet International,2,2,685,0,685,685
2019,5,20398,MQ,Envoy Air,MQ,Envoy Air,3,3,12011,4169,16180,14096
2019,5,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,2,2,228,0,228,228
2019,5,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,1,1,399,17,416,408
2019,5,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,3,3,7741,340,8081,7911
2019,5,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,2,2,4211,8,4219,4215
2019,5,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,3,3,12258,1997,14255,13257
2019,5,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,1,1,54,3,57,56
2019,5,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",1,4,23,27,50,37
2019,5,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,3,3,223,0,223,223
2019,5,19687,QX,Horizon Air,QX,Horizon Air,2,2,3322,762,4084,3703
2019,5,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,1,4,14,22,36,25
2019,5,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,2,2,1550,26,1576,1563
2019,5,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2,2,433,10,443,438
2019,5,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3,78882,11664,90546,84714
2019,5,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,2,2,331,65,396,364
2019,5,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,1,174,10,184,179
2019,5,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3,58517,2240,60757,59637
2019,5,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,2,2,958,2,960,959
2019,5,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2,2,3472,10,3482,3477
2019,5,20452,YX,Republic Airline,YX,Republic Airline,3,3,5925,284,6209,6067
2019,5,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2,2,1402,463,1865,1634
2019,6,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,2,510,33,543,527
2019,6,21352,0WQ,Avjet Corporation,0WQ,Avjet Corporation,1,1,154,0,154,154
2019,6,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,1,164,2,166,165
2019,6,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",1,4,39,29,68,54
2019,6,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,1,4,131,52,183,157
2019,6,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",1,1,733,1,734,734
2019,6,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,1,1,140,14,154,147
2019,6,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,1,4,69,0,69,69
2019,6,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",1,4,27,15,42,35
2019,6,21875,37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",1,4,32,1,33,33
2019,6,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,1,79,1,80,80
2019,6,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,1,314,57,371,343
2019,6,19917,5X,United Parcel Service,5X,United Parcel Service,3,3,5958,127,6085,6022
2019,6,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,3,3,3133,8,3141,3137
2019,6,19874,8C,Air Transport International,8C,Air Transport International,2,2,679,0,679,679
2019,6,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,2,2,4456,112,4568,4512
2019,6,20190,9S,Southern Air Inc.,9S,Southern Air Inc.,2,2,371,0,371,371
2019,6,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3,96045,12062,108107,102076
2019,6,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,2,2,460,2,462,461
2019,6,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,1,4,52,0,52,52
2019,6,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,3,3,15765,1863,17628,16697
2019,6,20409,B6,JetBlue Airways,B6,JetBlue Airways,3,3,16642,5099,21741,19192
2019,6,21167,CP,Compass Airlines,CP,Compass Airlines,2,2,1657,0,1657,1657
2019,6,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3,79601,11688,91289,85445
2019,6,20366,EV,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,2,2,2646,7,2653,2650
2019,6,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,3,3,4639,51,4690,4665
2019,6,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,3,3,181545,63968,245513,213529
2019,6,20368,G4,Allegiant Air,G4,Allegiant Air,3,3,3729,462,4191,3960
2019,6,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2,2,1229,0,1229,1229
2019,6,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,1,1,114,0,114,114
2019,6,20402,GL,Miami Air International,GL,Miami Air International,2,2,330,9,339,335
2019,6,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,3,3,5895,1465,7360,6628
2019,6,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2,2,1959,13,1972,1966
2019,6,21629,KD,Western Global,KD,Western Global,2,2,440,3,443,442
2019,6,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,2,2,376,63,439,408
2019,6,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,1,1,153,0,153,153
2019,6,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,1,1,205,1,206,206
2019,6,20151,M6,Amerijet International,M6,Amerijet International,2,2,691,0,691,691
2019,6,20398,MQ,Envoy Air,MQ,Envoy Air,3,3,12120,4296,16416,14268
2019,6,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,2,2,228,0,228,228
2019,6,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,1,1,389,13,402,396
2019,6,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,3,3,7884,348,8232,8058
2019,6,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,2,2,4282,8,4290,4286
2019,6,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,3,3,12226,1986,14212,13219
2019,6,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,1,1,55,2,57,56
2019,6,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",1,4,23,27,50,37
2019,6,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,3,3,222,0,222,222
2019,6,19687,QX,Horizon Air,QX,Horizon Air,2,2,3326,772,4098,3712
2019,6,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,1,4,14,22,36,25
2019,6,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,2,2,1537,26,1563,1550
2019,6,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2,2,414,4,418,416
2019,6,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3,79178,11674,90852,85015
2019,6,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,2,2,321,66,387,354
2019,6,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,1,177,8,185,181
2019,6,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3,58698,2190,60888,59793
2019,6,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,2,2,952,2,954,953
2019,6,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,XTRA Airways,1,1,16,8,24,20
2019,6,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2,2,3491,8,3499,3495
2019,6,20452,YX,Republic Airline,YX,Republic Airline,3,3,5831,311,6142,5987
2019,6,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2,2,1395,450,1845,1620
2019,7,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,2,510,33,543,527
2019,7,21352,0WQ,Avjet Corporation,0WQ,Avjet Corporation,1,1,154,0,154,154
2019,7,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,1,172,2,174,173
2019,7,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",1,4,39,29,68,54
2019,7,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,1,4,133,54,187,160
2019,7,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",1,1,728,1,729,729
2019,7,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,1,1,133,14,147,140
2019,7,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,1,4,64,0,64,64
2019,7,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",1,4,27,15,42,35
2019,7,21875,37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",1,4,32,1,33,33
2019,7,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,1,80,1,81,81
2019,7,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,1,313,59,372,343
2019,7,19917,5X,United Parcel Service,5X,United Parcel Service,3,3,5983,127,6110,6047
2019,7,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,3,3,3174,7,3181,3178
2019,7,19874,8C,Air Transport International,8C,Air Transport International,2,2,711,0,711,711
2019,7,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,2,2,4474,111,4585,4530
2019,7,20190,9S,Southern Air Inc.,9S,Southern Air Inc.,2,2,382,0,382,382
2019,7,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3,95806,12012,107818,101812
2019,7,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,2,2,460,2,462,461
2019,7,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,1,4,52,0,52,52
2019,7,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,3,3,15976,1839,17815,16896
2019,7,20409,B6,JetBlue Airways,B6,JetBlue Airways,3,3,16591,5080,21671,19131
2019,7,21167,CP,Compass Airlines,CP,Compass Airlines,2,2,1645,0,1645,1645
2019,7,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3,79462,11651,91113,85288
2019,7,20366,EV,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,2,2,2669,7,2676,2673
2019,7,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,3,3,4669,51,4720,4695
2019,7,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,3,3,181205,63818,245023,213114
2019,7,20368,G4,Allegiant Air,G4,Allegiant Air,3,3,3711,470,4181,3946
2019,7,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2,2,1179,0,1179,1179
2019,7,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,1,1,114,0,114,114
2019,7,20402,GL,Miami Air International,GL,Miami Air International,2,2,339,10,349,344
2019,7,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,3,3,5913,1443,7356,6635
2019,7,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2,2,1974,13,1987,1981
2019,7,21629,KD,Western Global,KD,Western Global,2,2,438,4,442,440
2019,7,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,2,2,374,63,437,406
2019,7,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,1,1,154,0,154,154
2019,7,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,1,1,202,1,203,203
2019,7,20151,M6,Amerijet International,M6,Amerijet International,2,2,686,0,686,686
2019,7,20398,MQ,Envoy Air,MQ,Envoy Air,3,3,12104,4262,16366,14235
2019,7,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,2,2,230,0,230,230
2019,7,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,1,1,395,9,404,400
2019,7,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,3,3,7870,338,8208,8039
2019,7,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,2,2,4406,8,4414,4410
2019,7,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,3,3,12301,2054,14355,13328
2019,7,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,1,1,55,2,57,56
2019,7,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",1,4,22,27,49,36
2019,7,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,3,3,223,0,223,223
2019,7,19687,QX,Horizon Air,QX,Horizon Air,2,2,3283,800,4083,3683
2019,7,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,1,4,14,25,39,27
2019,7,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,2,2,1522,24,1546,1534
2019,7,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2,2,404,0,404,404
2019,7,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3,79133,11617,90750,84942
2019,7,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,2,2,321,66,387,354
2019,7,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,1,174,8,182,178
2019,7,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3,58873,2184,61057,59965
2019,7,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,2,2,971,2,973,972
2019,7,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,XTRA Airways,1,1,16,8,24,20
2019,7,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2,2,3557,6,3563,3560
2019,7,20452,YX,Republic Airline,YX,Republic Airline,3,3,5885,308,6193,6039
2019,7,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2,2,1390,497,1887,1639
2019,8,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,2,510,33,543,527
2019,8,21352,0WQ,Avjet Corporation,0WQ,Avjet Corporation,1,1,89,0,89,89
2019,8,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,1,169,0,169,169
2019,8,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",1,4,39,29,68,54
2019,8,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,1,4,133,56,189,161
2019,8,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",1,1,720,1,721,721
2019,8,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,1,1,136,15,151,144
2019,8,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,1,4,65,0,65,65
2019,8,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",1,4,27,15,42,35
2019,8,21875,37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",1,4,32,1,33,33
2019,8,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,1,80,1,81,81
2019,8,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,1,312,55,367,340
2019,8,19917,5X,United Parcel Service,5X,United Parcel Service,3,3,6023,123,6146,6085
2019,8,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,3,3,3159,7,3166,3163
2019,8,19874,8C,Air Transport International,8C,Air Transport International,2,2,746,0,746,746
2019,8,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,2,2,4538,104,4642,4590
2019,8,20190,9S,Southern Air Inc.,9S,Southern Air Inc.,2,2,394,0,394,394
2019,8,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3,95061,11915,106976,101019
2019,8,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,2,2,470,2,472,471
2019,8,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,1,4,51,0,51,51
2019,8,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,3,3,15992,1800,17792,16892
2019,8,20409,B6,JetBlue Airways,B6,JetBlue Airways,3,3,16602,5032,21634,19118
2019,8,21167,CP,Compass Airlines,CP,Compass Airlines,2,2,1624,0,1624,1624
2019,8,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3,79502,11192,90694,85098
2019,8,20366,EV,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,2,2,2740,2,2742,2741
2019,8,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,3,3,4702,47,4749,4726
2019,8,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,3,3,181222,63802,245024,213123
2019,8,20368,G4,Allegiant Air,G4,Allegiant Air,3,3,3748,445,4193,3971
2019,8,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,2,2,1120,0,1120,1120
2019,8,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,1,1,115,0,115,115
2019,8,20402,GL,Miami Air International,GL,Miami Air International,2,2,343,11,354,349
2019,8,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,3,3,5906,1443,7349,6628
2019,8,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2,2,1997,10,2007,2002
2019,8,21629,KD,Western Global,KD,Western Global,2,2,430,3,433,432
2019,8,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,2,2,382,62,444,413
2019,8,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,1,1,156,0,156,156
2019,8,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,1,1,203,0,203,203
2019,8,20151,M6,Amerijet International,M6,Amerijet International,2,2,687,0,687,687
2019,8,20398,MQ,Envoy Air,MQ,Envoy Air,3,3,12135,4255,16390,14263
2019,8,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,2,2,230,0,230,230
2019,8,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,1,1,408,9,417,413
2019,8,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,3,3,7917,363,8280,8099
2019,8,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,2,2,4472,8,4480,4476
2019,8,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,3,3,12458,1990,14448,13453
2019,8,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,1,1,58,1,59,59
2019,8,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",1,4,22,27,49,36
2019,8,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,3,3,226,0,226,226
2019,8,19687,QX,Horizon Air,QX,Horizon Air,2,2,3355,797,4152,3754
2019,8,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,1,4,14,25,39,27
2019,8,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,2,2,1499,21,1520,1510
2019,8,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2,2,394,0,394,394
2019,8,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3,79171,11533,90704,84938
2019,8,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,2,2,323,68,391,357
2019,8,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,1,175,7,182,179
2019,8,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3,59053,2235,61288,60171
2019,8,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,2,2,971,2,973,972
2019,8,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,XTRA Airways,1,1,16,8,24,20
2019,8,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2,2,3621,12,3633,3627
2019,8,20452,YX,Republic Airline,YX,Republic Airline,3,3,5877,300,6177,6027
2019,8,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2,2,1393,446,1839,1616
2019,9,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,2,510,33,543,527
2019,9,21352,0WQ,Avjet Corporation,0WQ,Avjet Corporation,1,1,99,0,99,99
2019,9,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,1,152,0,152,152
2019,9,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",1,4,39,29,68,54
2019,9,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,1,4,136,59,195,166
2019,9,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",1,1,716,1,717,717
2019,9,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,1,1,137,12,149,143
2019,9,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,1,4,70,0,70,70
2019,9,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",1,4,27,15,42,35
2019,9,21875,37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",1,4,33,1,34,34
2019,9,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,1,75,0,75,75
2019,9,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,1,305,56,361,333
2019,9,19917,5X,United Parcel Service,5X,United Parcel Service,3,3,6047,120,6167,6107
2019,9,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,3,3,3142,7,3149,3146
2019,9,19874,8C,Air Transport International,8C,Air Transport International,2,2,745,0,745,745
2019,9,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,2,2,4626,101,4727,4677
2019,9,20190,9S,Southern Air Inc.,9S,Southern Air Inc.,2,2,410,0,410,410
