activity_period,operating_airline,operating_airline_iata,published_airline,published_airline_iata,geo_summary,geo_region,activity_type,cargo_type,cargo_aircraft_type,cargo_weight_lbs,cargo_metric_tons
202006,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,166782,75.6523152
202006,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1782950,808.74612
202006,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,524984,238.1327424
202006,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,84412,38.28928320000001
202006,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,78982,35.8262352
202006,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,289438,131.2890768
202006,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,600525,272.39814
202006,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,8080,3.665088
202006,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,91298,41.41277279999999
202006,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,207,0.0938952
202006,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,26389,11.9700504
202006,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,667,0.3025512
202006,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,44052,19.9819872
202006,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,13063,5.9253767999999996
202006,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,1604,0.7275744000000001
202006,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,267995,121.562532
202006,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,182393,82.7334648
202006,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,4494,2.0384784
202006,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,6343,2.8771847999999998
202006,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,7902,3.5843472000000003
202006,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,2486642,1127.940811
202006,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Express,Passenger,17137,7.7733432
202006,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,682049,309.3774264
202006,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,3927311,1781.4282699999999
202006,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Express,Passenger,30655,13.905107999999998
202006,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,628461,285.0699096
202006,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,2581073,1170.774713
202006,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Express,Passenger,18,0.0081648
202006,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Mail,Passenger,219050,99.36108
202006,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Cargo,Passenger,1790562,812.1989232000001
202006,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Express,Passenger,12250,5.5566
202006,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Mail,Passenger,104539,47.418890399999995
202006,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Cargo,Passenger,2801571,1270.792606
202006,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,218633,99.17192879999999
202006,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,1823777,827.2652472
202006,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,2315,1.050084
202006,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,446360,202.468896
202006,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Cargo,Passenger,1088910,493.929576
202006,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Express,Passenger,411,0.1864296
202006,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Mail,Passenger,42662,19.3514832
202006,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,1081755,490.68406799999997
202006,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Express,Passenger,1215,0.551124
202006,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Mail,Passenger,50138,22.742596799999998
202006,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Cargo,Passenger,306486,139.0220496
202006,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Express,Passenger,2587,1.1734632
202006,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Mail,Passenger,25102,11.386267199999999
202006,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Cargo,Passenger,246450,111.78971999999999
202006,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Express,Passenger,3686,1.6719696
202007,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,7225,3.27726
202007,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,15920,7.221311999999999
202007,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,10977,4.9791672
202007,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,15505,7.033067999999999
202007,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,25043,11.359504800000002
202007,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,343245,155.695932
202007,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,34515,15.656004000000001
202007,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,21759,9.869882400000002
202007,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,331273,150.2654328
202007,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,26092,11.835331199999999
202007,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Cargo,Passenger,79582,36.098395200000006
202007,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Cargo,Passenger,55934,25.371662399999998
202007,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,298322,135.3188592
202007,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,305573,138.6079128
202007,"Air Transport International, Inc.",8C,"Air Transport International, Inc.",8C,Domestic,US,Deplaned,Cargo,Freighter,3549660,1610.125776
202007,"Air Transport International, Inc.",8C,"Air Transport International, Inc.",8C,Domestic,US,Enplaned,Cargo,Freighter,3080238,1397.1959570000001
202007,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,131046,59.4424656
202007,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,324,0.1469664
202007,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,623,0.2825928
202007,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,184219,83.56173840000001
202007,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,377,0.1710072
202007,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,43269,19.626818399999998
202007,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,948178,430.09354079999997
202007,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,16452,7.4626272
202007,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,679881,308.3940216
202007,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,99589,45.173570399999996
202007,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,434663,197.1631368
202007,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,73377,33.2838072
202007,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,459692,208.51629119999998
202007,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,319960,145.133856
202007,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,490651,222.5592936
202007,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,5008,2.2716288
202007,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,57033,25.8701688
202007,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,1511495,685.614132
202007,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,392954,178.2439344
202007,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,790136,358.4056896
202007,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Enplaned,Cargo,Freighter,1296239,587.9740103999999
202007,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,International,Asia,Enplaned,Cargo,Freighter,1247804,566.0038944
202007,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,1270667,576.3745512
202007,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,62357,28.285135200000003
202007,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,594865,269.830764
202007,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,174143,78.9912648
202007,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,473336,214.7052096
202007,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,32220,14.614992
202007,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,591618,268.35792480000003
202007,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,1172019,531.6278183999999
202007,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,1270690,576.384984
202007,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,312346,141.6801456
202007,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,174615,79.205364
202007,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,1400777,635.3924472
202007,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,1551550,703.7830799999999
202007,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,16728,7.5878208
202007,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,29633,13.4415288
202007,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Cargo,Passenger,128802,58.4245872
202007,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Cargo,Passenger,207161,93.9682296
202007,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Cargo,Passenger,550478,249.6968208
202007,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Mail,Passenger,109016,49.4496576
202007,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Cargo,Passenger,285990,129.725064
202007,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,159983,72.56828879999999
202007,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,421777,191.3180472
202007,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,106482,48.3002352
202007,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,840890,381.427704
202007,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,2194140,995.261904
202007,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,1166,0.5288976
202007,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,306182,138.88415519999998
202007,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,669254,303.5736144
202007,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,10732,4.8680352
202007,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,3185178,1444.796741
202007,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,2667754,1210.093214
202007,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,224189,101.6921304
202007,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,952801,432.19053360000004
202007,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,32840,14.896223999999998
202007,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,6595,2.991492
202007,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,185,0.08391599999999999
202007,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,30051,13.631133600000002
202007,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,3747,1.6996392
202007,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,471,0.21364560000000002
202007,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,966199,438.2678664
202007,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,108445,49.190652
202007,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,814052,369.2539872
202007,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,107239,48.6436104
202007,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,365788,165.9214368
202007,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,564,0.2558304
202007,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,111382,50.5228752
202007,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,4228459,1918.029002
202007,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,2510629,1138.821314
202007,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,1340430,608.019048
202007,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,304401,138.07629359999999
202007,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,56981,25.8465816
202007,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,145998,66.2246928
202007,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1658049,752.0910263999999
202007,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,333098,151.09325280000002
202007,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,322460,146.267856
202007,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,4641,2.1051576
202007,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,340064,154.2530304
202007,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,283967,128.8074312
202007,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,596808,270.7121088
202007,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,10732,4.8680352
202007,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,280019,127.01661840000001
202007,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,17910,8.123975999999999
202007,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,94134,42.6991824
202007,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Express,Passenger,961,0.43590959999999995
202007,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,7181,3.2573016
202007,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Cargo,Passenger,47430,21.514248000000002
202007,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Express,Passenger,484,0.2195424
202007,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Mail,Passenger,4079,1.8502343999999997
202007,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,33137,15.0309432
202007,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,6659,3.0205224
202007,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,9990,4.531464
202007,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,61476,27.8855136
202007,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,5058,2.2943088
202007,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,7873,3.5711928
202007,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,258659,117.32772240000001
202007,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,216249,98.09054640000001
202007,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,3981,1.8057816000000002
202007,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,19619,8.8991784
202007,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,2606,1.1820816
202007,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,12568,5.7008448
202007,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Cargo,Passenger,115802,52.5277872
202007,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Cargo,Passenger,137374,62.312846400000005
202007,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,2182289,989.8862903999999
202007,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Express,Passenger,28319,12.8454984
202007,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,624168,283.1226048
202007,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,3849551,1746.156334
202007,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Express,Passenger,49764,22.5729504
202007,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,704952,319.7662272
202007,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,2818691,1278.558238
202007,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Express,Passenger,100,0.045360000000000004
202007,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Mail,Passenger,74351,33.7256136
202007,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Cargo,Passenger,1264507,573.5803752
202007,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Express,Passenger,6953,3.1538807999999996
202007,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Mail,Passenger,117812,53.43952320000001
202007,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Cargo,Passenger,2789239,1265.1988099999999
202007,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Express,Passenger,14,0.0063504
202007,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,215368,97.6909248
202007,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,2708179,1228.4299939999999
202007,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,4291,1.9463976000000003
202007,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,312841,141.90467759999999
202007,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Cargo,Passenger,1966,0.8917776
202007,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Express,Passenger,139,0.0630504
202007,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Mail,Passenger,14644,6.642518400000001
202007,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Cargo,Passenger,1307869,593.2493784
202007,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Express,Passenger,1646,0.7466255999999999
202007,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Mail,Passenger,38307,17.3760552
202007,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,1100799,499.3224263999999
202007,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Express,Passenger,994,0.45087840000000007
202007,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Mail,Passenger,49423,22.4182728
202007,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Cargo,Passenger,333058,151.0751088
202007,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Express,Passenger,1990,0.9026639999999999
202007,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Mail,Passenger,6656,3.0191616000000003
202007,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Cargo,Passenger,293525,133.14293999999998
202007,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Express,Passenger,4031,1.8284616000000002
202008,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,4334,1.9659023999999998
202008,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,13461,6.1059095999999995
202008,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,15117,6.8570712
202008,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,15944,7.2321984
202008,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,81856,37.1298816
202008,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,214825,97.44462
202008,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,66996,30.389385600000004
202008,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,466552,211.6279872
202008,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,39070,17.722151999999998
202008,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,249707,113.2670952
202008,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Cargo,Passenger,99557,45.159055200000005
202008,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Express,Passenger,6228,2.8250208
202008,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Cargo,Passenger,65988,29.9321568
202008,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,214368,97.2373248
202008,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,27931,12.6695016
202008,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,259569,117.74049840000002
202008,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,8911,4.0420296
202008,"Air Transport International, Inc.",8C,"Air Transport International, Inc.",8C,Domestic,US,Deplaned,Cargo,Freighter,4872424,2210.131526
202008,"Air Transport International, Inc.",8C,"Air Transport International, Inc.",8C,Domestic,US,Enplaned,Cargo,Freighter,6135654,2783.132654
202008,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,192035,87.107076
202008,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,1442,0.6540912
202008,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,324,0.1469664
202008,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,200225,90.82206
202008,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,1809,0.8205624
202008,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,35267,15.997111199999999
202008,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,587876,266.66055359999996
202008,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,21088,9.565516800000001
202008,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,361890,164.153304
202008,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,84169,38.179058399999995
202008,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,426836,193.6128096
202008,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,89606,40.6452816
202008,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,377214,171.10427040000002
202008,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,459224,208.3040064
202008,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,317852,144.17766719999997
202008,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,4162,1.8878831999999999
202008,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,105121,47.682885600000006
202008,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,1667956,756.5848416
202008,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,227708,103.2883488
202008,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,943405,427.928508
202008,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Enplaned,Cargo,Freighter,119316,54.1217376
202008,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,International,Asia,Enplaned,Cargo,Freighter,1582911,718.0084296
202008,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,1168598,530.0760528
202008,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,84104,38.1495744
202008,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,114486,51.9308496
202008,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,489771,222.16012560000001
